# identity-candidates.tsv — projection pairings needing review before any
# identity claim (docs/UNIFIED_IDENTITY.md; defect-candidates precedent).
# generated-by: cargo xtask unified-identity
# kind: ambiguous (2+ pos-compatible registered pairings) |
#       ambiguous-many-to-one (several OCS lexemes project onto one Synodal lexeme) |
#       registered-pos-mismatch (registered match, incompatible part of speech) |
#       oracle-type (lemma surface attested in Synodal evidence, no registered lexeme)
ocs_lexeme_id	pos	ocs_citation	kind	candidates
ѥзеръ|noun|1b3f38c72b5f0c74	noun	ѥзеръ	oracle-type	езеръ
ѩзꙑчьникъ|noun|bd1765e1e4449d59	noun	ѩзꙑчьникъ	oracle-type	ѧзычникъ
ѩти|verb|0f034164a1fd5440	verb	ѩти	oracle-type	ѧти
ѩчьнъ|adj|7fecbcc511a76743	adj	ѩчьнъ	oracle-type	ѧченъ
ѫгль|noun|e8819cf1d9314094	noun	ѫгль	oracle-type	угль
ѫгълъ|noun|bf3c9afc1e8e435d	noun	ѫгълъ	oracle-type	углъ
ѫдоль|noun|2cb170e59368d3a3	noun	ѫдоль	oracle-type	удоль
ѫже|noun|79d37ed02503087f	noun	ѫже	registered-pos-mismatch	synodal:adverb:wikt-0f90480ac003=оуже
ѫжика|noun|ebe1c344a4441b37	noun	ѫжика	oracle-type	ужика
ѫжичьство|noun|94ed986be6ab809d	noun	ѫжичьство	oracle-type	ужичество
ѫза|noun|a31996bc20eeebb3	noun	ѫза	oracle-type	уза
ѫзилище|noun|ae208aca2c1cb9e0	noun	ѫзилище	oracle-type	узилище
ѫзьникъ|noun|19a99010281790b2	noun	ѫзьникъ	oracle-type	узникъ
ѫродъ|adj|d38c2fd4c1befc49	adj	ѫродъ	oracle-type	юродъ
ѫродьство|noun|1ffe832d88cfebfa	noun	ѫродьство	oracle-type	юродство
ѫтроба|noun|4bfb1224fe37c2ae	noun	ѫтроба	oracle-type	утроба
ѭ|pron|7be3e9836d6e23ee	pron	ѭ	oracle-type	ю
ѿходити|verb|7b4d2707932b65b7	verb	ѿходити	oracle-type	отходити
ꙗма|noun|6e0dad2824d07278	noun	ꙗма	oracle-type	ѧма
ꙗсли|noun|8a5291f457b1bcbf	noun	ꙗсли	oracle-type	ѧсли
